Player,Nation,Squad,Age,Position,League,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Kicked,Yellow Cards,Red Cards,xG,Non-Penalty xG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received
Pau Torres,ESP,Aston Villa,26,DF,Premier League,29,27,2464,27.4,0.07305194805194806,0.0,0.07305194805194806,0.07305194805194806,0.0,0.0,0.03652597402597403,0.0,0.03652597402597403,0.03652597402597403,0.01461038961038961,0.05113636363636363,1.534090909090909,4.675324675324676,0.5844155844155845
Ahmed Touba,ALG,Lecce,25,DF,Serie A,6,3,277,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3249097472924188,0.0,0.0,0.0,0.0,0.0,0.0,0.6498194945848376,0.3249097472924188
Souleymane Touré,FRA,Lorient,20,DF,Ligue 1,24,23,2051,22.8,0.04388103364212579,0.04388103364212579,0.08776206728425158,0.04388103364212579,0.0,0.0,0.26328620185275475,0.0,0.07459775719161384,0.07459775719161384,0.017552413456850317,0.09653827401267676,1.053144807411019,3.2033154558751824,1.0970258410531448
Bertrand Traoré,BFA,Aston Villa,27,DF,Premier League,2,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamari Traoré,MLI,Real Sociedad,31,DF,La Liga,31,27,2292,25.5,0.0,0.07853403141361257,0.07853403141361257,0.0,0.0,0.0,0.27486910994764396,0.0,0.01963350785340314,0.01963350785340314,0.05890052356020943,0.0824607329842932,1.9240837696335078,5.06544502617801,3.2591623036649215
Ismaël Traoré,CIV,Metz,36,DF,Ligue 1,26,25,2220,24.7,0.08108108108108109,0.0,0.08108108108108109,0.08108108108108109,0.0,0.0,0.08108108108108109,0.0,0.032432432432432434,0.032432432432432434,0.008108108108108109,0.04054054054054054,0.04054054054054054,1.2972972972972974,0.04054054054054054
Omar Traoré,GER,Heidenheim,25,DF,Bundesliga,31,29,2472,27.5,0.0,0.07281553398058253,0.07281553398058253,0.0,0.0,0.0,0.18203883495145629,0.0,0.010922330097087379,0.010922330097087379,0.04733009708737865,0.05825242718446602,2.220873786407767,2.8398058252427183,3.313106796116505
Christopher Trimmel,AUT,Union Berlin,36,DF,Bundesliga,26,19,1646,18.3,0.0,0.10935601458080194,0.10935601458080194,0.0,0.0,0.0,0.10935601458080194,0.05467800729040097,0.03280680437424058,0.027339003645200484,0.11482381530984205,0.1421628189550425,1.2575941676792224,4.702308626974484,3.554070473876063
Kieran Trippier,ENG,Newcastle Utd,32,DF,Premier League,28,26,2236,24.8,0.04025044722719141,0.4025044722719141,0.44275491949910556,0.04025044722719141,0.0,0.0,0.20125223613595705,0.0,0.028175313059033986,0.028175313059033986,0.3018783542039356,0.33005366726296953,1.368515205724508,6.319320214669052,5.152057245080501
Adrien Truffert,FRA,Rennes,21,DF,Ligue 1,30,24,2145,23.8,0.04195804195804196,0.08391608391608392,0.1258741258741259,0.04195804195804196,0.0,0.0,0.2517482517482518,0.0,0.07132867132867132,0.07132867132867132,0.07552447552447553,0.14685314685314685,2.1398601398601396,4.111888111888112,7.594405594405595
Auston Trusty,USA,Sheffield Utd,24,DF,Premier League,32,28,2572,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.13996889580093314,0.0,0.013996889580093314,0.013996889580093314,0.038491446345256614,0.052488335925349926,0.3499222395023328,1.3996889580093312,0.5248833592534993
Kostas Tsimikas,GRE,Liverpool,27,DF,Premier League,13,8,679,7.5,0.0,0.39764359351988215,0.39764359351988215,0.0,0.0,0.0,0.0,0.0,0.01325478645066274,0.01325478645066274,0.1325478645066274,0.14580265095729014,3.1811487481590572,4.108983799705449,9.6759941089838
Tuta,BRA,Eint Frankfurt,24,DF,Bundesliga,30,30,2600,28.9,0.03461538461538462,0.06923076923076923,0.10384615384615385,0.03461538461538462,0.0,0.0,0.10384615384615385,0.06923076923076923,0.04846153846153846,0.04846153846153846,0.0726923076923077,0.12115384615384615,0.7615384615384615,4.776923076923077,1.5923076923076922
Destiny Udogie,ITA,Tottenham,20,DF,Premier League,28,28,2391,26.6,0.07528230865746549,0.11292346298619824,0.18820577164366376,0.07528230865746549,0.0,0.0,0.26348808030112925,0.037641154328732745,0.09033877038895859,0.09033877038895859,0.08281053952321206,0.17314930991217065,3.1242158092848182,5.834378920953576,5.1944792973651195
Matthieu Udol,FRA,Metz,27,DF,Ligue 1,30,30,2700,30.0,0.1,0.1,0.2,0.1,0.0,0.0,0.16666666666666669,0.0,0.04666666666666667,0.04666666666666667,0.10333333333333333,0.15000000000000002,1.5333333333333334,3.266666666666667,2.8666666666666667
Lukas Ullrich,GER,Gladbach,19,DF,Bundesliga,4,0,47,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.489361702127658
Samuel Umtiti,FRA,Lille,29,DF,Ligue 1,6,2,185,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.891891891891892,0.0
Dayot Upamecano,FRA,Bayern Munich,24,DF,Bundesliga,25,19,1762,19.6,0.0510783200908059,0.0,0.0510783200908059,0.0510783200908059,0.0,0.0,0.1532349602724177,0.0510783200908059,0.08683314415437003,0.08683314415437003,0.02553916004540295,0.10726447219069239,1.4301929625425651,6.997729852440409,0.5107832009080591
Josha Vagnoman,GER,Stuttgart,22,DF,Bundesliga,18,12,1183,13.1,0.1521555367709214,0.1521555367709214,0.3043110735418428,0.1521555367709214,0.0,0.0,0.1521555367709214,0.0,0.0989010989010989,0.0989010989010989,0.0989010989010989,0.1978021978021978,1.4454775993237532,2.510566356720203,5.097210481825866
Emanuele Valeri,ITA,Frosinone,24,DF,Serie A,16,14,1178,13.1,0.0,0.07640067911714771,0.07640067911714771,0.0,0.0,0.0,0.22920203735144315,0.0,0.06876061120543293,0.06876061120543293,0.18336162988115448,0.25212224108658743,2.903225806451613,3.132427843803056,4.6604414261460105
Martin Valjent,SVK,Mallorca,27,DF,La Liga,28,28,2349,26.1,0.0,0.03831417624521073,0.03831417624521073,0.0,0.0,0.0,0.19157088122605365,0.0,0.011494252873563216,0.011494252873563216,0.034482758620689655,0.045977011494252866,0.8429118773946359,2.3371647509578546,1.0344827586206897
Jesús Vallejo,ESP,Granada,26,DF,La Liga,3,1,108,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.6666666666666665,0.0
Siebe Van Der Heyden,BEL,Mallorca,25,DF,La Liga,6,4,286,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6293706293706294,0.3146853146853147,0.06293706293706294,0.06293706293706294,0.0,0.06293706293706294,0.3146853146853147,0.3146853146853147,0.3146853146853147
Virgil van Dijk,NED,Liverpool,32,DF,Premier League,36,36,3177,35.3,0.056657223796033995,0.056657223796033995,0.11331444759206799,0.056657223796033995,0.0,0.0,0.08498583569405099,0.028328611898016998,0.07932011331444758,0.07932011331444758,0.0453257790368272,0.1246458923512748,0.9065155807365439,5.6657223796034,0.19830028328611896
Vanderson,BRA,Monaco,22,DF,Ligue 1,20,20,1641,18.2,0.16453382084095064,0.05484460694698355,0.2193784277879342,0.16453382084095064,0.0,0.0,0.3290676416819013,0.05484460694698355,0.11517367458866545,0.11517367458866545,0.07678244972577696,0.19195612431444242,1.425959780621572,3.8939670932358315,7.074954296160877
Raphaël Varane,FRA,Manchester Utd,30,DF,Premier League,22,16,1375,15.3,0.06545454545454545,0.0,0.06545454545454545,0.06545454545454545,0.0,0.0,0.1309090909090909,0.0,0.08509090909090909,0.08509090909090909,0.006545454545454545,0.08509090909090909,1.0472727272727271,3.861818181818182,0.1309090909090909
Johan Vásquez,MEX,Genoa,24,DF,Serie A,37,32,2850,31.7,0.031578947368421054,0.031578947368421054,0.06315789473684211,0.031578947368421054,0.0,0.0,0.18947368421052632,0.0,0.06,0.06,0.025263157894736845,0.08526315789473685,0.9157894736842105,2.557894736842105,1.9263157894736842
Jesus Vazquez,ESP,Valencia,20,DF,La Liga,20,6,716,8.0,0.12569832402234637,0.0,0.12569832402234637,0.12569832402234637,0.0,0.0,0.12569832402234637,0.0,0.15083798882681565,0.15083798882681565,0.012569832402234637,0.1634078212290503,1.6340782122905029,1.8854748603351954,3.6452513966480447
Kevin Vázquez,ESP,Celta Vigo,30,DF,La Liga,12,10,700,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.38571428571428573,0.0,0.0,0.0,0.025714285714285717,0.025714285714285717,0.7714285714285715,3.6,2.571428571428571
Lucas Vázquez,ESP,Real Madrid,32,DF,La Liga,29,14,1419,15.8,0.19027484143763215,0.3805496828752643,0.5708245243128964,0.19027484143763215,0.0,0.0,0.0,0.0,0.07610993657505286,0.06976744186046513,0.24101479915433402,0.3044397463002114,1.7758985200845665,3.6786469344608883,10.147991543340382
Miloš Veljković,SRB,Werder Bremen,27,DF,Bundesliga,23,21,1920,21.3,0.09375,0.046875,0.140625,0.09375,0.0,0.0,0.09375,0.0,0.0796875,0.0796875,0.037500000000000006,0.1171875,0.75,4.171875,0.609375
Joël Veltman,NED,Brighton,31,DF,Premier League,27,17,1588,17.6,0.05667506297229219,0.05667506297229219,0.11335012594458438,0.05667506297229219,0.0,0.0,0.22670025188916876,0.0,0.022670025188916875,0.022670025188916875,0.028337531486146095,0.05100755667506297,1.3602015113350125,4.817380352644836,3.0604534005037785
Micky van de Ven,NED,Tottenham,22,DF,Premier League,27,27,2339,26.0,0.11543394613082514,0.0,0.11543394613082514,0.11543394613082514,0.0,0.0,0.19238991021804192,0.0,0.023086789226165024,0.023086789226165024,0.0,0.023086789226165024,0.7310816588285591,4.155622060709705,0.3463018383924754
Lorenzo Venuti,ITA,Lecce,28,DF,Serie A,14,3,364,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24725274725274726,0.0,0.024725274725274724,0.024725274725274724,0.07417582417582418,0.0989010989010989,1.7307692307692308,3.956043956043956,3.708791208791209
Nacho Vidal,ESP,Osasuna,28,DF,La Liga,7,0,96,1.1,0.9375,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.28125,0.28125,0.0,0.28125,0.0,0.9375,3.75
Nacho Vidal,ESP,Mallorca,28,DF,La Liga,8,5,416,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4326923076923077,0.0,0.21634615384615385,0.21634615384615385,0.04326923076923077,0.2596153846153846,1.0817307692307694,3.2451923076923075,6.706730769230769
Matías Viña,URU,Sassuolo,25,DF,Serie A,15,13,1014,11.3,0.0,0.2662721893491124,0.2662721893491124,0.0,0.0,0.0,0.08875739644970415,0.0,0.026627218934911243,0.026627218934911243,0.1242603550295858,0.15088757396449703,2.130177514792899,4.0828402366863905,3.2840236686390534
Rúben Vinagre,POR,Hellas Verona,24,DF,Serie A,12,2,282,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09574468085106383,0.09574468085106383,1.9148936170212765,2.5531914893617023,4.148936170212766
Ricardo Visus,ESP,Betis,22,DF,La Liga,3,1,166,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0843373493975905,0.0
Mattia Viti,ITA,Sassuolo,21,DF,Serie A,15,12,979,10.9,0.09193054136874362,0.0,0.09193054136874362,0.09193054136874362,0.0,0.0,0.0,0.0,0.09193054136874362,0.09193054136874362,0.0,0.09193054136874362,0.18386108273748725,3.3094994892747702,1.195097037793667
Vitinho,BRA,Burnley,24,DF,Premier League,32,26,2314,25.7,0.0,0.07778738115816768,0.07778738115816768,0.0,0.0,0.0,0.03889369057908384,0.0,0.06222990492653415,0.06222990492653415,0.050561797752808994,0.11279170267934312,2.294727744165946,2.566983578219533,4.278305963699222
Daniel Vivian,ESP,Athletic Club,24,DF,La Liga,33,31,2878,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18763029881862403,0.0,0.018763029881862403,0.018763029881862403,0.02189020152883947,0.04065323141070188,0.7192494788047255,3.8464211257817924,0.1250868658790827
Alessandro Vogliacco,ITA,Genoa,24,DF,Serie A,20,14,1169,13.0,0.0,0.07698887938408897,0.07698887938408897,0.0,0.0,0.0,0.30795551753635586,0.0,0.03079555175363559,0.03079555175363559,0.03849443969204448,0.06928999144568007,0.6159110350727117,3.772455089820359,0.9238665526090676
Kevin Vogt,GER,Hoffenheim,31,DF,Bundesliga,16,14,1319,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.13646702047005307,0.0,0.04776345716451857,0.04776345716451857,0.006823351023502654,0.05458680818802123,1.0917361637604246,5.731614859742229,0.8188021228203184
Kevin Vogt,GER,Union Berlin,31,DF,Bundesliga,16,16,1323,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3401360544217687,0.0,0.0,0.0,0.0,0.006802721088435374,0.06802721088435375,2.7891156462585034,0.06802721088435375
Mërgim Vojvoda,KVX,Torino,28,DF,Serie A,28,15,1379,15.3,0.0,0.19579405366207397,0.19579405366207397,0.0,0.0,0.0,0.19579405366207397,0.0,0.026105873821609865,0.026105873821609865,0.0913705583756345,0.11747643219724438,1.9579405366207399,5.939086294416244,4.699057287889775
Stefan de Vrij,NED,Inter,31,DF,Serie A,25,17,1586,17.6,0.05674653215636822,0.0,0.05674653215636822,0.05674653215636822,0.0,0.0,0.0,0.0,0.034047919293820936,0.034047919293820936,0.017023959646910468,0.0510718789407314,0.34047919293820933,2.4401008827238337,0.11349306431273644
Kyle Walker,ENG,Manchester City,33,DF,Premier League,32,30,2767,30.7,0.0,0.13010480664980123,0.13010480664980123,0.0,0.0,0.0,0.06505240332490062,0.0,0.013010480664980124,0.013010480664980124,0.0845681243223708,0.09757860498735092,2.4069389230213227,5.106613661004698,5.594506685941453
Sebastian Walukiewicz,POL,Empoli,23,DF,Serie A,27,23,2055,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2627737226277372,0.0,0.004379562043795621,0.004379562043795621,0.004379562043795621,0.008759124087591242,0.6131386861313869,1.9708029197080292,0.21897810218978103
Aaron Wan-Bissaka,ENG,Manchester Utd,25,DF,Premier League,22,20,1780,19.8,0.0,0.10112359550561799,0.10112359550561799,0.0,0.0,0.0,0.20224719101123598,0.0,0.005056179775280899,0.005056179775280899,0.07584269662921349,0.08089887640449439,1.5168539325842696,3.893258426966292,2.730337078651685
Joel Ward,ENG,Crystal Palace,33,DF,Premier League,26,23,1980,22.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.18181818181818182,0.0,0.04090909090909091,0.04090909090909091,0.00909090909090909,0.05,0.7272727272727273,3.0,0.6363636363636364
Deivid Washington,BRA,Chelsea,18,DF,Premier League,2,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4615384615384617,3.4615384615384617,0.0,3.4615384615384617,0.0,0.0,6.923076923076923
Timothy Weah,USA,Juventus,23,DF,Serie A,30,12,1258,14.0,0.0,0.07154213036565978,0.07154213036565978,0.0,0.0,0.0,0.35771065182829886,0.0,0.10731319554848966,0.10731319554848966,0.07869634340222575,0.1931637519872814,2.503974562798092,3.434022257551669,6.009538950715421
Adam Webster,ENG,Brighton,28,DF,Premier League,15,13,1144,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.15734265734265734,0.0,0.03146853146853147,0.03146853146853147,0.007867132867132868,0.0472027972027972,1.2587412587412588,6.293706293706294,0.15734265734265734
Mitchell Weiser,GER,Werder Bremen,29,DF,Bundesliga,30,30,2636,29.3,0.10242792109256449,0.23899848254931716,0.34142640364188165,0.10242792109256449,0.0,0.0,0.17071320182094082,0.0,0.12974203338391502,0.12974203338391502,0.1433990895295903,0.26972685887708653,2.765553869499241,3.7898330804248865,6.452959028831564
Noah Weißhaupt,GER,Freiburg,21,DF,Bundesliga,24,6,759,8.4,0.11857707509881424,0.23715415019762848,0.3557312252964427,0.11857707509881424,0.0,0.0,0.11857707509881424,0.0,0.047430830039525695,0.047430830039525695,0.15415019762845852,0.20158102766798416,4.861660079051384,3.08300395256917,9.960474308300395
Ben White,ENG,Arsenal,25,DF,Premier League,37,35,2988,33.2,0.12048192771084337,0.12048192771084337,0.24096385542168675,0.12048192771084337,0.0,0.0,0.24096385542168675,0.0,0.03614457831325301,0.03614457831325301,0.11445783132530121,0.1506024096385542,1.325301204819277,5.783132530120481,4.879518072289157
Silvan Widmer,SUI,Mainz 05,30,DF,Bundesliga,20,13,1242,13.8,0.07246376811594203,0.21739130434782608,0.2898550724637681,0.07246376811594203,0.0,0.0,0.2898550724637681,0.0,0.10144927536231883,0.10144927536231883,0.2536231884057971,0.34782608695652173,2.246376811594203,3.9130434782608696,4.565217391304348
Mateusz Wieteska,POL,Cagliari,26,DF,Serie A,19,10,965,10.7,0.0,0.09326424870466321,0.09326424870466321,0.0,0.0,0.0,0.46632124352331605,0.09326424870466321,0.02797927461139896,0.02797927461139896,0.05595854922279792,0.08393782383419689,1.4922279792746114,3.077720207253886,0.09326424870466321
Mateusz Wieteska,POL,Clermont Foot,26,DF,Ligue 1,2,2,174,1.9,0.5172413793103449,0.0,0.5172413793103449,0.5172413793103449,0.0,0.0,0.0,0.0,0.05172413793103448,0.05172413793103448,0.0,0.05172413793103448,0.0,3.103448275862069,0.5172413793103449
Neco Williams,WAL,Nott'ham Forest,22,DF,Premier League,26,18,1637,18.2,0.0,0.05497861942577886,0.05497861942577886,0.0,0.0,0.0,0.21991447770311545,0.0,0.04398289554062309,0.04398289554062309,0.08796579108124618,0.13744654856444716,2.6389737324373854,2.5839951130116066,4.728161270616982
Josh Wilson-Esbrand,ENG,Reims,20,DF,Ligue 1,11,5,461,5.1,0.19522776572668113,0.19522776572668113,0.39045553145336226,0.19522776572668113,0.0,0.0,0.19522776572668113,0.0,0.019522776572668113,0.019522776572668113,0.19522776572668113,0.21475054229934926,2.1475054229934925,3.7093275488069417,3.9045553145336225
Axel Witsel,BEL,Atlético Madrid,34,DF,La Liga,35,30,2783,30.9,0.06467840459935321,0.0,0.06467840459935321,0.06467840459935321,0.0,0.0,0.16169601149838303,0.0,0.03233920229967661,0.03233920229967661,0.009701760689902982,0.04204096298957959,0.5497664390945023,2.8781890046712184,0.25871361839741286
Maximilian Wittek,GER,Bochum,27,DF,Bundesliga,21,13,1070,11.9,0.2523364485981308,0.08411214953271029,0.33644859813084116,0.2523364485981308,0.0,0.0,0.33644859813084116,0.0,0.10934579439252337,0.10934579439252337,0.11775700934579438,0.21869158878504674,1.4299065420560748,4.121495327102804,5.3831775700934585
Maximilian Wöber,AUT,Gladbach,25,DF,Bundesliga,25,24,2066,23.0,0.08712487899322362,0.13068731848983545,0.21781219748305905,0.08712487899322362,0.0,0.0,0.17424975798644723,0.04356243949661181,0.05663117134559535,0.05663117134559535,0.0696999031945789,0.12633107454017425,1.3939980638915779,5.5759922555663115,1.0019361084220715
Marius Wolf,GER,Dortmund,28,DF,Bundesliga,22,12,1166,13.0,0.0,0.07718696397941681,0.07718696397941681,0.0,0.0,0.0,0.15437392795883362,0.0,0.04631217838765009,0.04631217838765009,0.12349914236706691,0.169811320754717,2.778730703259005,4.5540308747855915,6.097770154373928
Christopher Wooh,CMR,Rennes,21,DF,Ligue 1,18,15,1388,15.4,0.06484149855907781,0.0,0.06484149855907781,0.06484149855907781,0.0,0.0,0.19452449567723346,0.06484149855907781,0.08429394812680116,0.08429394812680116,0.045389048991354465,0.12968299711815562,0.5187319884726225,3.9553314121037464,0.25936599423631124
Joe Worrall,ENG,Nott'ham Forest,26,DF,Premier League,7,5,439,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20501138952164008,0.02050113895216401,0.02050113895216401,0.04100227790432802,0.06150341685649202,0.0,1.6400911161731206,0.20501138952164008
Abduqodir Xusanov,UZB,Lens,19,DF,Ligue 1,11,9,809,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5562422744128553,0.0,0.022249690976514216,0.022249690976514216,0.011124845488257108,0.022249690976514216,0.5562422744128553,2.5587144622991347,0.11124845488257107
Antal Yaakobishvili,HUN,Girona,19,DF,La Liga,1,0,61,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44262295081967207,0.44262295081967207,0.0,0.0,0.0
Darlin Yongwa,CMR,Lorient,22,DF,Ligue 1,22,11,1159,12.9,0.07765314926660916,0.07765314926660916,0.1553062985332183,0.07765314926660916,0.0,0.0,0.2329594477998274,0.0,0.05435720448662639,0.05435720448662639,0.10871440897325278,0.16307161345987922,3.0284728213977568,3.3390854184641934,6.289905090595341
Leny Yoro,FRA,Lille,17,DF,Ligue 1,32,30,2673,29.7,0.06734006734006734,0.0,0.06734006734006734,0.06734006734006734,0.0,0.0,0.16835016835016833,0.0,0.05050505050505051,0.05050505050505051,0.003367003367003367,0.057239057239057235,0.26936026936026936,2.2895622895622894,0.10101010101010102
Ashley Young,ENG,Everton,38,DF,Premier League,31,27,2280,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.27631578947368424,0.039473684210526314,0.02368421052631579,0.02368421052631579,0.05921052631578947,0.08289473684210527,1.5789473684210527,3.236842105263158,2.4078947368421053
Etienne Youte Kinkoue,FRA,Le Havre,21,DF,Ligue 1,22,22,1941,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.04636785162287481,0.0,0.018547140649149925,0.018547140649149925,0.004636785162287481,0.018547140649149925,0.5564142194744977,1.4374034003091192,0.1391035548686244
Illia Zabarnyi,UKR,Bournemouth,20,DF,Premier League,37,37,3330,37.0,0.027027027027027025,0.0,0.027027027027027025,0.027027027027027025,0.0,0.0,0.13513513513513514,0.0,0.02972972972972973,0.02972972972972973,0.010810810810810811,0.04054054054054054,0.6486486486486487,2.945945945945946,0.027027027027027025
Dan-Axel Zagadou,FRA,Stuttgart,24,DF,Bundesliga,19,16,1453,16.1,0.06194081211286992,0.0,0.06194081211286992,0.06194081211286992,0.0,0.0,0.06194081211286992,0.0,0.06194081211286992,0.06194081211286992,0.018582243633860976,0.08052305574673091,0.12388162422573984,4.645560908465244,0.1858224363386098
Yoram Zague,FRA,Paris S-G,17,DF,Ligue 1,5,4,373,4.1,0.24128686327077747,0.0,0.24128686327077747,0.24128686327077747,0.0,0.0,0.24128686327077747,0.0,0.07238605898123324,0.07238605898123324,0.12064343163538874,0.193029490616622,0.48257372654155495,3.1367292225201076,0.9651474530831099
Joseba Zaldúa,ESP,Cádiz,31,DF,La Liga,13,9,704,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.38352272727272724,0.0,0.0,0.0,0.06392045454545454,0.07670454545454546,0.8948863636363636,1.9176136363636362,4.21875
Nicola Zalewski,POL,Roma,21,DF,Serie A,22,10,968,10.8,0.0,0.09297520661157024,0.09297520661157024,0.0,0.0,0.0,0.27892561983471076,0.09297520661157024,0.0743801652892562,0.0743801652892562,0.1487603305785124,0.23243801652892562,5.020661157024794,3.068181818181818,5.7644628099173545
Alessandro Zanoli,ITA,Salernitana,22,DF,Serie A,17,10,921,10.2,0.0,0.19543973941368079,0.19543973941368079,0.0,0.0,0.0,0.2931596091205212,0.0,0.01954397394136808,0.01954397394136808,0.1758957654723127,0.18566775244299674,2.6384364820846904,2.736156351791531,4.397394136807818
